,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
4243,Upper Canada DSB,Pub Dist Sch Brd (E/F),The Queen Elizabeth School,Public,Not applicable,Elementary,English,JK-6,Perth,Ontario,225,0.0,1.0,0.0,0.0,0.1,0.0,0.88,8,0.94,8,0.79,2,0.97,7,1.0,13,0.55,-22,0.2,0.0
4244,Upper Canada DSB,Pub Dist Sch Brd (E/F),The Stewart Public School,Public,Not applicable,Elementary,English,JK-6,Perth,Ontario,345,0.0,1.0,0.0,0.0,0.15,0.0,0.81,7,0.73,7,0.5,10,0.73,1,0.71,8,0.57,34,0.2,0.0
4245,Upper Canada DSB,Pub Dist Sch Brd (E/F),Thousand Islands Elementary School,Public,Not applicable,Elementary,English,JK-6,Lansdowne,Ontario,330,0.0,1.0,0.0,0.0,0.15,0.0,0.91,9,0.76,-15,0.52,-16,0.94,3,0.96,5,0.62,7,0.1,0.0
4248,Upper Canada DSB,Pub Dist Sch Brd (E/F),Toniata Public School,Public,Not applicable,Elementary,English,JK-6,Brockville,Ontario,200,0.0,1.0,0.0,0.0,0.2,0.0,0.85,-4,0.85,-4,0.63,-18,0.8,-9,0.88,20,0.48,-15,0.1,0.0
4249,Upper Canada DSB,Pub Dist Sch Brd (E/F),Vanier Public School,Public,Not applicable,Elementary,English,JK-6,Brockville,Ontario,230,0.1,1.0,0.05,0.05,0.2,0.0,0.68,21,0.68,0,0.47,-27,0.69,26,0.67,16,0.31,25,0.3,0.0
4251,Upper Canada DSB,Pub Dist Sch Brd (E/F),Viscount Alexander Public School,Public,Not applicable,Elementary,English,JK-6,Cornwall,Ontario,455,0.25,1.0,0.05,0.05,0.2,0.0,0.71,18,0.77,7,0.5,5,0.76,4,0.75,6,0.42,11,0.35,0.1
4252,Upper Canada DSB,Pub Dist Sch Brd (E/F),Wellington Elementary Public School,Public,Not applicable,Elementary,English,JK-6,Prescott,Ontario,205,0.0,1.0,0.0,0.0,0.25,0.0,0.63,1,0.53,3,0.43,24,0.8,3,0.66,-7,0.14,-17,0.25,0.05
4253,Upper Canada DSB,Pub Dist Sch Brd (E/F),Westminster Public School,Public,Not applicable,Elementary,English,JK-6,Brockville,Ontario,425,0.0,0.95,0.0,0.05,0.1,0.0,0.79,9,0.68,2,0.46,7,0.82,18,0.84,25,0.42,15,0.3,0.1
4254,Upper Canada DSB,Pub Dist Sch Brd (E/F),Williamstown Public School,Public,Not applicable,Elementary,English,JK-6,Williamstown,Ontario,355,0.0,1.0,0.0,0.0,0.2,0.0,0.92,12,0.87,7,0.73,1,0.82,2,0.76,-1,0.29,-11,0.15,0.0
4255,Upper Canada DSB,Pub Dist Sch Brd (E/F),Winchester Public School,Public,Not applicable,Elementary,English,JK-6,Winchester,Ontario,385,0.0,1.0,0.05,0.0,0.1,0.0,0.65,-14,0.65,-9,0.41,-17,0.91,1,0.88,-8,0.5,-1,0.1,0.0
4256,Upper Grand DSB,Pub Dist Sch Brd (E/F),Aberfoyle Public School,Public,Not applicable,Elementary,English,JK-8,Puslinch,Ontario,385,0.05,1.0,0.0,0.0,0.15,0.0,0.7,-13,0.58,-27,0.52,-26,0.97,-3,0.97,0,0.65,-13,0.1,0.05
4257,Upper Grand DSB,Pub Dist Sch Brd (E/F),Alma Public School,Public,Not applicable,Elementary,English,JK-6,Alma,Ontario,100,0.0,1.0,0.0,0.0,0.1,0.0,1.0,37,0.89,21,0.83,30,0.81,28,0.81,13,0.5,13,0.1,0.2
4258,Upper Grand DSB,Pub Dist Sch Brd (E/F),Arthur Public School,Public,Not applicable,Elementary,English,JK-8,Arthur,Ontario,335,0.0,1.0,0.0,0.0,0.15,0.0,0.7,1,0.59,-10,0.74,-2,0.88,22,0.69,-6,0.44,-6,0.1,0.2
4259,Upper Grand DSB,Pub Dist Sch Brd (E/F),Brant Avenue Public School,Public,Not applicable,Elementary,English,JK-6,Guelph,Ontario,245,0.15,1.0,0.0,0.0,0.1,0.0,0.41,-21,0.46,-25,0.28,-26,0.82,0,0.8,10,0.59,20,0.25,0.1
4260,Upper Grand DSB,Pub Dist Sch Brd (E/F),Brisbane Public School,Public,Not applicable,Elementary,English,JK-6,ERIN,Ontario,390,0.05,0.95,0.0,0.0,0.1,0.0,0.92,8,0.88,2,0.55,-16,0.96,2,0.96,12,0.73,8,0.1,0.0
4262,Upper Grand DSB,Pub Dist Sch Brd (E/F),Centennial Hylands Elementary School,Public,Not applicable,Elementary,English,JK-8,Shelburne,Ontario,395,0.0,1.0,0.0,0.0,0.2,0.0,0.55,-37,0.52,-40,0.39,-32,0.73,-9,0.73,-5,0.38,7,0.1,0.0
4263,Upper Grand DSB,Pub Dist Sch Brd (E/F),Central Public School,Public,Not applicable,Elementary,English,JK-6,Guelph,Ontario,225,0.05,1.0,0.1,0.05,0.1,0.0,0.68,-10,0.61,-9,0.46,-17,0.91,8,0.94,15,0.53,-1,0.2,0.0
4265,Upper Grand DSB,Pub Dist Sch Brd (E/F),Centre Peel Public School,Public,Not applicable,Elementary,English,JK-8,Drayton,Ontario,210,0.7,1.0,0.05,0.1,0.2,0.0,0.42,3,0.37,-11,0.32,5,0.38,-11,0.35,-11,0.19,-19,0.2,0.45
4268,Upper Grand DSB,Pub Dist Sch Brd (E/F),Credit Meadows Elementary School,Public,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,465,0.05,1.0,0.0,0.0,0.2,0.0,0.59,-12,0.59,-18,0.27,-29,0.73,5,0.68,16,0.39,23,0.05,0.05
4270,Upper Grand DSB,Pub Dist Sch Brd (E/F),Drayton Heights Public School,Public,Not applicable,Elementary,English,JK-8,Drayton,Ontario,365,0.1,1.0,0.05,0.0,0.2,0.0,0.75,-3,0.72,2,0.69,8,0.77,-19,0.68,-21,0.52,-26,0.15,0.4
4272,Upper Grand DSB,Pub Dist Sch Brd (E/F),East Garafraxa Central Public School,Public,Not applicable,Elementary,English,JK-8,Orton,Ontario,165,0.05,0.95,0.05,0.0,0.25,0.0,0.82,-12,0.64,-24,0.27,-54,0.95,0,0.8,-15,0.65,-10,0.1,0.1
4273,Upper Grand DSB,Pub Dist Sch Brd (E/F),Ecole Arbour Vista Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,480,0.2,0.95,0.0,0.0,0.05,0.05,0.95,4,0.88,16,0.45,-25,1.0,3,1.0,6,0.83,22,0.05,0.0
4276,Upper Grand DSB,Pub Dist Sch Brd (E/F),Ecole King George Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,505,0.03,1.0,0.01,0.0,0.08,0.01,0.83,12,0.59,14,0.62,15,0.89,-4,0.91,13,0.49,-12,0.14,0.03
4277,Upper Grand DSB,Pub Dist Sch Brd (E/F),Edward Johnson Public School,Public,Not applicable,Elementary,English,JK-6,Guelph,Ontario,340,0.05,1.0,0.0,0.0,0.1,0.0,0.94,12,0.83,9,0.67,-9,0.97,8,0.97,8,0.7,-9,0.15,0.05
4278,Upper Grand DSB,Pub Dist Sch Brd (E/F),Elora Public School,Public,Not applicable,Elementary,English,JK-8,Elora,Ontario,460,0.0,1.0,0.0,0.0,0.2,0.0,0.85,-9,0.88,-6,0.67,-11,0.74,0,0.71,3,0.47,-8,0.05,0.1
4279,Upper Grand DSB,Pub Dist Sch Brd (E/F),Eramosa Public School,Public,Not applicable,Elementary,English,JK-6,Rockwood,Ontario,115,0.0,1.0,0.0,0.0,0.15,0.0,0.92,4,0.92,-8,0.83,-11,0.82,-9,0.82,-9,0.59,0,0.05,0.0
4281,Upper Grand DSB,Pub Dist Sch Brd (E/F),Erin Public School,Public,Not applicable,Elementary,English,JK-8,Erin,Ontario,345,0.0,1.0,0.0,0.0,0.2,0.0,0.79,-2,0.79,-2,0.53,-24,0.89,18,0.78,-1,0.52,34,0.1,0.0
4282,Upper Grand DSB,Pub Dist Sch Brd (E/F),Fred A Hamilton Public School,Public,Not applicable,Elementary,English,JK-6,Guelph,Ontario,270,0.1,1.0,0.0,0.05,0.05,0.0,0.79,-5,0.81,-6,0.69,-2,0.96,9,0.92,-2,0.79,37,0.1,0.0
4283,Upper Grand DSB,Pub Dist Sch Brd (E/F),Gateway Drive Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,290,0.1,1.0,0.0,0.05,0.2,0.0,0.62,0,0.67,-23,0.29,-16,0.73,14,0.59,0,0.05,-10,0.2,0.1
4284,Upper Grand DSB,Pub Dist Sch Brd (E/F),Glenbrook Elementary School,Public,Not applicable,Elementary,English,JK-8,Shelburne,Ontario,535,0.06,1.0,0.01,0.01,0.24,0.0,0.46,-9,0.52,-2,0.43,-2,0.65,-2,0.69,-2,0.24,-15,0.11,0.04
4285,Upper Grand DSB,Pub Dist Sch Brd (E/F),Grand Valley & District Public School,Public,Not applicable,Elementary,English,JK-8,Grand Valley,Ontario,305,0.0,1.0,0.0,0.0,0.2,0.0,0.53,-22,0.41,-27,0.34,-34,0.72,-9,0.56,-11,0.32,-9,0.25,0.0
4287,Upper Grand DSB,Pub Dist Sch Brd (E/F),Hyland Heights Elementary School,Public,Not applicable,Elementary,English,JK-8,Shelburne,Ontario,465,0.0,1.0,0.0,0.0,0.2,0.0,0.51,1,0.43,-21,0.31,-15,0.77,2,0.74,15,0.23,-13,0.1,0.1
4288,Upper Grand DSB,Pub Dist Sch Brd (E/F),Island Lake Public School,Public,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,540,0.05,1.0,0.0,0.0,0.14,0.0,0.57,-20,0.57,-13,0.55,2,0.84,4,0.81,5,0.46,0,0.07,0.03
4289,Upper Grand DSB,Pub Dist Sch Brd (E/F),J Douglas Hogarth Public School,Public,Not applicable,Elementary,English,JK-8,Fergus,Ontario,630,0.02,1.0,0.01,0.0,0.15,0.01,0.66,11,0.57,5,0.56,10,0.78,10,0.74,16,0.28,1,0.08,0.04
4291,Upper Grand DSB,Pub Dist Sch Brd (E/F),Jean Little Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,455,0.3,1.0,0.2,0.2,0.2,0.0,0.6,17,0.71,28,0.51,5,0.76,-12,0.76,-9,0.51,-22,0.3,0.05
4292,Upper Grand DSB,Pub Dist Sch Brd (E/F),John Black Public School,Public,Not applicable,Elementary,English,JK-8,Fergus,Ontario,350,0.0,0.95,0.0,0.0,0.25,0.0,0.92,21,0.92,13,0.54,-4,0.8,-5,0.85,-10,0.35,-2,0.05,0.0
4294,Upper Grand DSB,Pub Dist Sch Brd (E/F),John Galt Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,365,0.1,1.0,0.05,0.0,0.3,0.0,0.6,6,0.57,-1,0.37,-13,0.69,-22,0.59,-14,0.25,-20,0.25,0.0
4295,Upper Grand DSB,Pub Dist Sch Brd (E/F),John McCrae Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,585,0.07,0.98,0.01,0.01,0.13,0.01,0.68,0,0.65,-1,0.55,-11,0.99,2,1.0,8,0.79,-1,0.11,0.03
4296,Upper Grand DSB,Pub Dist Sch Brd (E/F),June Avenue Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,180,0.1,1.0,0.05,0.05,0.25,0.0,0.5,0,0.54,-4,0.38,-4,0.77,-1,0.69,2,0.46,7,0.15,0.05
4297,Upper Grand DSB,Pub Dist Sch Brd (E/F),Ken Danby Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,540,0.15,1.0,0.02,0.02,0.19,0.0,0.82,0,0.84,4,0.71,4,0.84,15,0.82,11,0.56,21,0.05,0.0
4299,Upper Grand DSB,Pub Dist Sch Brd (E/F),Kortright Hills Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,465,0.1,1.0,0.0,0.05,0.1,0.05,0.89,16,0.89,26,0.81,18,0.96,9,0.88,1,0.51,-2,0.1,0.05
4300,Upper Grand DSB,Pub Dist Sch Brd (E/F),Laurelwoods Elementary School,Public,Not applicable,Elementary,English,JK-8,ORANGEVILLE,Ontario,260,0.05,1.0,0.0,0.0,0.1,0.0,0.62,-5,0.53,-5,0.56,2,0.88,2,0.81,-5,0.54,-3,0.05,0.0
4301,Upper Grand DSB,Pub Dist Sch Brd (E/F),Maryborough Public School,Public,Not applicable,Elementary,English,JK-6,Moorefield,Ontario,190,0.0,1.0,0.0,0.0,0.1,0.0,0.67,-23,0.67,-23,0.52,-18,0.95,-1,0.9,-10,0.48,-21,0.2,0.35
4302,Upper Grand DSB,Pub Dist Sch Brd (E/F),Minto-Clifford Central Public School,Public,Not applicable,Elementary,English,JK-8,Harriston,Ontario,480,0.1,1.0,0.05,0.05,0.2,0.0,0.78,0,0.78,0,0.61,4,0.73,-15,0.73,-13,0.31,-2,0.2,0.3
4303,Upper Grand DSB,Pub Dist Sch Brd (E/F),Mitchell Woods Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,525,0.37,1.0,0.04,0.04,0.19,0.01,0.59,-20,0.53,-35,0.31,-35,0.83,8,0.74,5,0.34,-12,0.14,0.09
4304,Upper Grand DSB,Pub Dist Sch Brd (E/F),Mono-Amaranth Public School,Public,Not applicable,Elementary,English,JK-8,Mono,Ontario,315,0.0,1.0,0.0,0.0,0.2,0.0,0.71,6,0.47,-28,0.29,-26,0.93,5,0.97,12,0.44,-9,0.1,0.05
4305,Upper Grand DSB,Pub Dist Sch Brd (E/F),Montgomery Village Public School,Public,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,510,0.02,1.0,0.02,0.01,0.2,0.0,0.71,0,0.68,-7,0.59,4,0.72,-6,0.68,-14,0.44,-21,0.06,0.04
4308,Upper Grand DSB,Pub Dist Sch Brd (E/F),Ottawa Crescent Public School,Public,Not applicable,Elementary,English,JK-6,Guelph,Ontario,225,0.1,1.0,0.05,0.05,0.25,0.0,0.78,39,0.56,21,0.33,11,0.67,-9,0.53,-23,0.23,-15,0.2,0.05
4309,Upper Grand DSB,Pub Dist Sch Brd (E/F),Paisley Road Public School,Public,Not applicable,Elementary,English,JK-6,Guelph,Ontario,435,0.2,0.95,0.0,0.05,0.05,0.0,0.71,-2,0.62,-19,0.42,-5,0.81,-1,0.86,-8,0.52,23,0.2,0.1
4310,Upper Grand DSB,Pub Dist Sch Brd (E/F),Palmerston Public School,Public,Not applicable,Elementary,English,JK-8,Palmerston,Ontario,450,0.0,1.0,0.0,0.0,0.2,0.0,0.64,24,0.4,-3,0.42,16,0.61,-26,0.71,-10,0.37,11,0.1,0.1
4311,Upper Grand DSB,Pub Dist Sch Brd (E/F),Parkinson Centennial School,Public,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,455,0.05,0.95,0.05,0.05,0.2,0.0,0.73,1,0.45,-30,0.29,-18,0.61,5,0.58,-18,0.22,6,0.15,0.0
4312,Upper Grand DSB,Pub Dist Sch Brd (E/F),Ponsonby Public School,Public,Not applicable,Elementary,English,JK-6,GUELPH,Ontario,185,0.0,1.0,0.0,0.0,0.1,0.0,0.56,10,0.44,1,0.52,6,0.73,4,0.81,12,0.46,8,0.05,0.05
4313,Upper Grand DSB,Pub Dist Sch Brd (E/F),Primrose Elementary School,Public,Not applicable,Elementary,English,JK-8,Mulmur,Ontario,485,0.0,1.0,0.0,0.0,0.1,0.0,0.78,13,0.87,5,0.78,28,0.83,5,0.77,1,0.46,3,0.15,0.05
4314,Upper Grand DSB,Pub Dist Sch Brd (E/F),Princess Elizabeth Public School,Public,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,565,0.03,1.0,0.02,0.02,0.14,0.0,0.9,12,0.77,8,0.6,4,0.76,2,0.88,21,0.36,17,0.17,0.04
4315,Upper Grand DSB,Pub Dist Sch Brd (E/F),Princess Margaret Public School,Public,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,300,0.0,1.0,0.05,0.05,0.2,0.0,0.74,4,0.68,3,0.45,1,0.75,9,0.68,6,0.29,-2,0.2,0.05
4316,Upper Grand DSB,Pub Dist Sch Brd (E/F),Priory Park Public School,Public,Not applicable,Elementary,English,JK-6,Guelph,Ontario,195,0.2,1.0,0.1,0.1,0.2,0.0,0.83,41,0.83,36,0.44,12,0.59,-12,0.62,-9,0.31,-2,0.2,0.05
4317,Upper Grand DSB,Pub Dist Sch Brd (E/F),Rickson Ridge Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,495,0.25,1.0,0.05,0.05,0.2,0.05,0.85,-8,0.8,-6,0.68,-18,0.95,13,0.93,15,0.48,-8,0.1,0.0
4318,Upper Grand DSB,Pub Dist Sch Brd (E/F),Rockwood Centennial Public School,Public,Not applicable,Elementary,English,JK-8,Rockwood,Ontario,350,0.05,1.0,0.0,0.0,0.2,0.0,0.9,16,0.7,-4,0.75,17,0.9,20,0.86,12,0.57,34,0.0,0.0
4319,Upper Grand DSB,Pub Dist Sch Brd (E/F),Ross R MacKay Public School,Public,Not applicable,Elementary,English,JK-6,Hillsburgh,Ontario,90,0.0,1.0,0.1,0.0,0.2,0.0,0.5,-32,0.25,-40,0.33,-26,0.75,-21,0.67,-11,0.25,-18,0.1,0.0
4320,Upper Grand DSB,Pub Dist Sch Brd (E/F),Salem Public School,Public,Not applicable,Elementary,English,JK-6,Elora,Ontario,240,0.05,1.0,0.0,0.0,0.1,0.0,0.47,-42,0.58,-34,0.42,-27,0.82,-6,0.76,-12,0.47,3,0.05,0.05
4321,Upper Grand DSB,Pub Dist Sch Brd (E/F),Sir Isaac Brock Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,520,0.25,1.0,0.08,0.08,0.12,0.01,0.81,1,0.79,-6,0.62,-11,0.94,2,0.96,9,0.76,-1,0.05,0.01
4322,Upper Grand DSB,Pub Dist Sch Brd (E/F),Spencer Avenue Elementary School,Public,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,340,0.0,1.0,0.05,0.0,0.1,0.1,0.79,8,0.68,-12,0.68,-5,0.94,7,1.0,10,0.78,21,0.05,0.0
4323,Upper Grand DSB,Pub Dist Sch Brd (E/F),Taylor Evans Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,440,0.4,1.0,0.05,0.05,0.2,0.0,0.7,-2,0.68,-4,0.43,-26,0.86,1,0.83,-7,0.61,10,0.1,0.1
4324,Upper Grand DSB,Pub Dist Sch Brd (E/F),Victoria Cross Public School,Public,Not applicable,Elementary,English,JK-8,Mount Forest,Ontario,395,0.0,1.0,0.0,0.0,0.2,0.0,0.68,-6,0.68,-6,0.35,-20,0.94,11,0.91,14,0.41,-16,0.2,0.2
4325,Upper Grand DSB,Pub Dist Sch Brd (E/F),Victoria Terrace Public School,Public,Not applicable,Elementary,English,JK-6,Fergus,Ontario,220,0.0,0.95,0.0,0.0,0.2,0.0,0.65,0,0.61,-4,0.45,-5,0.63,-23,0.58,-24,0.11,-53,0.15,0.1
4327,Upper Grand DSB,Pub Dist Sch Brd (E/F),Waverley Drive Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,550,0.16,1.0,0.04,0.05,0.22,0.25,0.61,3,0.36,-14,0.33,-14,0.76,-3,0.74,3,0.49,-11,0.11,0.05
4329,Upper Grand DSB,Pub Dist Sch Brd (E/F),Westminster Woods Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,680,0.35,1.0,0.09,0.1,0.08,0.01,0.82,0,0.8,-2,0.75,7,0.96,1,0.91,-4,0.8,0,0.06,0.01
4331,Upper Grand DSB,Pub Dist Sch Brd (E/F),Westwood Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,385,0.25,1.0,0.1,0.05,0.2,0.0,0.39,-20,0.25,-34,0.11,-42,0.78,23,0.81,38,0.31,-2,0.2,0.1
4332,Upper Grand DSB,Pub Dist Sch Brd (E/F),William C. Winegard Public School,Public,Not applicable,Elementary,English,JK-8,Guelph,Ontario,460,0.2,1.0,0.0,0.05,0.1,0.0,0.85,6,0.85,11,0.58,-1,0.87,8,0.82,-6,0.38,3,0.1,0.05
4383,Waterloo Region DSB,Pub Dist Sch Brd (E/F),A R Kaufman Public School,Public,Not applicable,Elementary,English,JK-8,Kitchener,Ontario,380,0.45,1.0,0.2,0.15,0.25,0.0,0.43,-18,0.23,-30,0.18,-27,0.71,-3,0.77,-7,0.4,19,0.35,0.15
4384,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Abraham Erb Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,475,0.6,1.0,0.25,0.2,0.1,0.0,0.78,-8,0.78,-12,0.78,-8,0.91,-2,0.9,0,0.77,-3,0.1,0.0
4385,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Alpine Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,275,0.4,1.0,0.1,0.1,0.1,0.0,0.82,5,0.9,6,0.79,14,0.87,4,0.81,-2,0.61,8,0.25,0.1
4386,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Avenue Road Public School,Public,Not applicable,Elementary,English,JK-8,Cambridge,Ontario,465,0.4,1.0,0.1,0.05,0.2,0.0,0.42,-6,0.46,-6,0.19,-23,0.89,27,0.89,33,0.41,15,0.3,0.15
4387,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Ayr Public School,Public,Not applicable,Elementary,English,JK-6,Ayr,Ontario,200,0.05,1.0,0.0,0.0,0.15,0.0,0.85,-1,0.96,10,0.67,0,0.84,-10,0.92,4,0.12,-64,0.05,0.0
4388,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Baden Public School,Public,Not applicable,Elementary,English,JK-8,Baden,Ontario,590,0.03,1.0,0.0,0.0,0.16,0.0,0.77,17,0.67,-12,0.5,-14,0.85,6,0.88,16,0.46,-11,0.04,0.0
4389,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Blair Road Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,295,0.1,1.0,0.05,0.05,0.2,0.0,0.62,-2,0.56,-2,0.53,-11,0.68,-7,0.71,-4,0.24,-8,0.1,0.1
4391,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Breslau Public School,Public,Not applicable,Elementary,English,JK-8,Breslau,Ontario,690,0.19,1.0,0.0,0.0,0.15,0.0,0.63,-10,0.59,-10,0.4,-22,0.8,-3,0.64,-3,0.35,-15,0.07,0.09
4392,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Bridgeport Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,355,0.1,1.0,0.0,0.0,0.15,0.0,0.69,5,0.6,-2,0.55,-2,0.83,-2,0.86,-2,0.49,7,0.1,0.0
4393,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Brigadoon Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,590,0.24,1.0,0.06,0.06,0.07,0.0,0.82,4,0.75,-5,0.61,16,0.92,7,0.94,16,0.74,19,0.09,0.03
4395,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Cedar Creek Public School,Public,Not applicable,Elementary,English,JK-8,Ayr,Ontario,530,0.03,1.0,0.01,0.01,0.27,0.0,0.59,-19,0.53,-23,0.53,-25,0.86,6,0.95,22,0.6,24,0.03,0.04
4396,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Cedarbrae Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,230,0.35,1.0,0.2,0.2,0.4,0.0,0.48,-6,0.48,-2,0.19,-13,0.7,9,0.76,13,0.32,-15,0.4,0.1
4397,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Centennial (Cambridge) Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,210,0.1,1.0,0.0,0.0,0.25,0.0,0.53,-2,0.57,-2,0.33,-8,0.45,-24,0.45,-24,0.2,-8,0.2,0.1
4399,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Central Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,265,0.1,1.0,0.0,0.0,0.15,0.0,0.64,17,0.42,5,0.36,-11,0.92,16,0.76,24,0.28,-10,0.25,0.0
4400,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Chalmers Street Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,435,0.15,1.0,0.05,0.05,0.2,0.0,0.43,3,0.48,11,0.34,-3,0.49,-22,0.56,-9,0.27,-15,0.2,0.1
4402,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Clemens Mill Public School,Public,Not applicable,Elementary,English,JK-8,Cambridge,Ontario,670,0.27,0.99,0.04,0.05,0.22,0.0,0.67,-2,0.67,-11,0.39,-6,0.83,7,0.87,23,0.46,6,0.13,0.04
4403,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Conestogo Public School,Public,Not applicable,Elementary,English,JK-8,Conestogo,Ontario,245,0.05,1.0,0.0,0.05,0.15,0.0,0.91,14,0.91,18,0.78,-10,0.95,2,0.98,5,0.78,5,0.1,0.15
4404,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Coronation Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,360,0.1,1.0,0.05,0.05,0.3,0.0,0.66,18,0.63,23,0.5,6,0.63,-14,0.7,8,0.17,-23,0.15,0.0
4405,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Country Hills Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,400,0.25,1.0,0.1,0.1,0.15,0.0,0.57,-10,0.47,-17,0.4,-2,0.82,6,0.62,-6,0.26,-1,0.35,0.05
4407,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Crestview Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,385,0.3,1.0,0.1,0.1,0.15,0.0,0.66,19,0.41,-6,0.29,-3,0.74,-14,0.74,5,0.41,10,0.15,0.1
4409,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Driftwood Park Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,430,0.1,0.95,0.05,0.0,0.15,0.0,0.75,13,0.63,23,0.65,21,0.71,-14,0.69,-16,0.52,-6,0.05,0.0
4411,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Edna Staebler Public School,Public,Not applicable,Elementary,English,JK-8,Waterloo,Ontario,655,0.29,0.99,0.1,0.1,0.13,0.0,0.71,3,0.59,0,0.49,1,0.87,4,0.79,2,0.62,-8,0.13,0.02
4412,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Elgin Street Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,405,0.2,0.95,0.05,0.05,0.15,0.0,0.36,-30,0.28,-24,0.28,-22,0.86,22,0.86,20,0.49,9,0.25,0.1
