,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
2093,London District Catholic School Board,Cath Dist Sch Brd (E/F),St Patrick's School,Catholic,Not applicable,Elementary,English,JK-8,Woodstock,Ontario,350,0.05,1.0,0.05,0.0,0.25,0.0,0.87,13,0.87,18,0.64,-5,0.79,-4,0.89,11,0.47,4,0.1,0.05
2094,London District Catholic School Board,Cath Dist Sch Brd (E/F),St Paul Separate School,Catholic,Not applicable,Elementary,English,JK-8,London,Ontario,270,0.1,1.0,0.05,0.05,0.05,0.0,0.85,-10,0.88,-12,0.67,-15,0.86,-4,0.82,-13,0.36,-26,0.1,0.0
2095,London District Catholic School Board,Cath Dist Sch Brd (E/F),St Pius X Separate School,Catholic,Not applicable,Elementary,English,JK-8,London,Ontario,365,0.05,1.0,0.05,0.0,0.1,0.0,0.76,5,0.7,13,0.45,-17,0.88,14,0.8,12,0.44,12,0.3,0.05
2096,London District Catholic School Board,Cath Dist Sch Brd (E/F),St Sebastian Separate School,Catholic,Not applicable,Elementary,English,JK-8,London,Ontario,225,0.1,1.0,0.1,0.1,0.2,0.0,0.55,-13,0.38,-20,0.38,-4,0.9,17,0.9,17,0.45,-1,0.4,0.1
2097,London District Catholic School Board,Cath Dist Sch Brd (E/F),St Theresa Separate School,Catholic,Not applicable,Elementary,English,JK-8,London,Ontario,310,0.0,1.0,0.0,0.0,0.0,0.0,0.79,-8,0.67,-20,0.7,5,0.85,-8,0.81,14,0.67,17,0.1,0.0
2099,London District Catholic School Board,Cath Dist Sch Brd (E/F),St Thomas More Separate School,Catholic,Not applicable,Elementary,English,JK-8,London,Ontario,255,0.4,1.0,0.4,0.4,0.1,0.0,0.64,22,0.6,2,0.2,-12,0.71,-29,0.79,-4,0.21,-41,0.45,0.1
2100,London District Catholic School Board,Cath Dist Sch Brd (E/F),St Vincent de Paul Separate School,Catholic,Not applicable,Elementary,English,JK-8,Strathroy,Ontario,225,0.05,1.0,0.0,0.0,0.1,0.0,0.56,15,0.44,-15,0.33,1,0.85,9,0.8,12,0.5,-6,0.1,0.05
2102,London District Catholic School Board,Cath Dist Sch Brd (E/F),St. Anne's Separate School,Catholic,Not applicable,Elementary,English,JK-8,St. Thomas,Ontario,705,0.0,1.0,0.01,0.01,0.09,0.0,0.58,-2,0.47,0,0.46,-11,0.68,-26,0.59,-26,0.3,-20,0.14,0.04
2103,London District Catholic School Board,Cath Dist Sch Brd (E/F),St. John French Immersion School,Catholic,Not applicable,Elementary,English,JK-8,London,Ontario,490,0.1,1.0,0.05,0.05,0.1,0.0,0.98,15,0.89,23,0.93,10,0.93,14,0.93,8,0.58,4,0.15,0.0
2104,London District Catholic School Board,Cath Dist Sch Brd (E/F),St. Kateri Separate School,Catholic,Not applicable,Elementary,English,JK-8,London,Ontario,390,0.1,0.95,0.05,0.05,0.1,0.0,0.92,9,0.88,2,0.75,-4,0.98,13,0.95,4,0.72,20,0.1,0.0
2105,London District Catholic School Board,Cath Dist Sch Brd (E/F),St. Nicholas Senior Separate School,Catholic,Not applicable,Elementary,English,JK-8,London,Ontario,395,0.1,1.0,0.15,0.15,0.05,0.0,0.71,-14,0.89,8,0.61,9,0.78,-14,0.74,-18,0.33,-29,0.15,0.0
2106,London District Catholic School Board,Cath Dist Sch Brd (E/F),St. Rose of Lima Separate School,Catholic,Not applicable,Elementary,English,JK-8,London,Ontario,545,0.15,1.0,0.06,0.06,0.1,0.01,0.75,-5,0.85,-4,0.58,-4,0.9,10,0.88,8,0.54,0,0.16,0.03
2146,Niagara CDSB,Cath Dist Sch Brd (E/F),Alexander Kuska KSG Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Welland,Ontario,410,0.1,1.0,0.0,0.05,0.15,0.0,0.81,0,0.72,-17,0.47,-11,0.73,-15,0.63,-18,0.27,-22,0.15,0.05
2147,Niagara CDSB,Cath Dist Sch Brd (E/F),Assumption Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,165,0.1,1.0,0.0,0.0,0.15,0.0,0.75,-13,0.69,-6,0.56,-13,0.76,-12,0.71,-21,0.18,-13,0.2,0.0
2149,Niagara CDSB,Cath Dist Sch Brd (E/F),Canadian Martyrs Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,480,0.2,1.0,0.05,0.05,0.05,0.0,0.69,-4,0.67,-17,0.34,-2,0.81,6,0.69,-13,0.38,-2,0.2,0.05
2151,Niagara CDSB,Cath Dist Sch Brd (E/F),Father Hennepin Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,245,0.2,1.0,0.1,0.1,0.1,0.0,0.95,12,0.89,6,0.79,-17,0.8,-1,0.7,-14,0.65,-9,0.35,0.1
2153,Niagara CDSB,Cath Dist Sch Brd (E/F),Holy Name Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Welland,Ontario,425,0.1,1.0,0.0,0.0,0.1,0.0,0.67,-22,0.79,-8,0.55,-8,0.84,0,0.89,8,0.43,-1,0.15,0.0
2155,Niagara CDSB,Cath Dist Sch Brd (E/F),Loretto Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,515,0.14,1.0,0.05,0.05,0.13,0.0,0.67,-13,0.71,-9,0.34,-21,0.89,9,0.87,10,0.55,-6,0.16,0.04
2156,Niagara CDSB,Cath Dist Sch Brd (E/F),Mary Ward Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,420,0.1,1.0,0.05,0.05,0.1,0.0,0.83,-10,0.83,-14,0.71,-12,0.94,-3,0.97,8,0.42,-39,0.15,0.05
2158,Niagara CDSB,Cath Dist Sch Brd (E/F),Notre Dame Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,305,0.15,1.0,0.0,0.0,0.1,0.0,0.74,-8,0.95,1,0.48,-27,0.89,-6,0.94,4,0.28,-24,0.2,0.05
2160,Niagara CDSB,Cath Dist Sch Brd (E/F),Our Lady of Fatima Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Grimsby,Ontario,595,0.07,1.0,0.02,0.02,0.09,0.0,0.89,-1,0.87,-9,0.76,-9,0.93,8,0.91,0,0.5,-9,0.05,0.01
2162,Niagara CDSB,Cath Dist Sch Brd (E/F),Our Lady of Mount Carmel Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,580,0.22,1.0,0.07,0.08,0.12,0.0,0.91,10,0.88,7,0.72,-12,0.77,0,0.88,18,0.26,-14,0.23,0.06
2163,Niagara CDSB,Cath Dist Sch Brd (E/F),Our Lady of Victory Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Fort Erie,Ontario,305,0.15,1.0,0.1,0.1,0.2,0.0,0.81,-7,0.85,-5,0.58,16,0.8,-1,0.78,-8,0.41,-15,0.3,0.1
2166,Niagara CDSB,Cath Dist Sch Brd (E/F),Sacred Heart Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,270,0.1,1.0,0.0,0.0,0.2,0.0,0.54,-25,0.58,-24,0.42,-32,0.76,9,0.83,32,0.34,-2,0.2,0.05
2171,Niagara CDSB,Cath Dist Sch Brd (E/F),St Alexander Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Fonthill,Ontario,370,0.0,1.0,0.0,0.0,0.1,0.0,0.86,4,0.89,3,0.75,-14,0.9,-2,0.93,-1,0.71,2,0.1,0.0
2172,Niagara CDSB,Cath Dist Sch Brd (E/F),St Alfred Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,390,0.25,1.0,0.1,0.1,0.25,0.0,0.82,-2,0.85,-6,0.73,4,0.71,-21,0.79,-10,0.44,-10,0.3,0.1
2173,Niagara CDSB,Cath Dist Sch Brd (E/F),St Andrew Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Welland,Ontario,230,0.1,1.0,0.05,0.05,0.2,0.0,0.74,7,0.74,-7,0.42,-15,0.9,23,0.8,9,0.75,13,0.3,0.1
2174,Niagara CDSB,Cath Dist Sch Brd (E/F),St Ann Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,345,0.1,1.0,0.05,0.05,0.1,0.0,0.91,2,0.82,-7,0.73,-16,0.92,8,0.84,-6,0.49,-12,0.15,0.0
2175,Niagara CDSB,Cath Dist Sch Brd (E/F),St Ann Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Fenwick,Ontario,135,0.0,1.0,0.05,0.05,0.15,0.0,1.0,8,1.0,8,0.79,-6,0.83,44,0.78,22,0.61,28,0.1,0.0
2176,Niagara CDSB,Cath Dist Sch Brd (E/F),St Anthony Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,460,0.15,1.0,0.1,0.1,0.2,0.0,0.53,-33,0.67,-31,0.47,-22,0.83,-9,0.83,-12,0.57,-7,0.3,0.1
2177,Niagara CDSB,Cath Dist Sch Brd (E/F),St Augustine Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Welland,Ontario,135,0.0,1.0,0.0,0.0,0.15,0.0,0.4,-3,0.2,-16,0.25,4,0.5,15,0.81,38,0.19,15,0.35,0.1
2179,Niagara CDSB,Cath Dist Sch Brd (E/F),St Christopher Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,165,0.15,1.0,0.0,0.0,0.25,0.0,0.62,-12,0.5,-28,0.5,-6,0.69,31,0.69,38,0.12,-19,0.35,0.05
2180,Niagara CDSB,Cath Dist Sch Brd (E/F),St Denis Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,285,0.2,1.0,0.05,0.05,0.15,0.0,0.6,4,0.47,-25,0.8,36,0.88,-12,0.76,-24,0.56,0,0.3,0.05
2183,Niagara CDSB,Cath Dist Sch Brd (E/F),St Gabriel Lalemant Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,150,0.05,1.0,0.0,0.0,0.15,0.0,0.87,13,0.8,-3,0.73,25,0.69,-13,0.77,-5,0.38,-7,0.2,0.0
2184,Niagara CDSB,Cath Dist Sch Brd (E/F),St George Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Crystal Beach,Ontario,205,0.1,0.95,0.0,0.05,0.2,0.0,0.67,-19,0.78,-1,0.5,-14,0.95,-5,0.95,1,0.73,-2,0.15,0.05
2185,Niagara CDSB,Cath Dist Sch Brd (E/F),St James Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,235,0.1,1.0,0.0,0.0,0.15,0.0,0.77,-14,0.68,-23,0.68,0,0.94,-3,0.97,7,0.75,2,0.1,0.0
2186,Niagara CDSB,Cath Dist Sch Brd (E/F),St John Bosco Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Port Colborne,Ontario,240,0.0,1.0,0.0,0.0,0.2,0.0,0.41,-2,0.41,-26,0.32,-6,0.56,-10,0.7,1,0.37,-15,0.2,0.05
2187,Niagara CDSB,Cath Dist Sch Brd (E/F),St John Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Beamsville,Ontario,415,0.05,1.0,0.0,0.0,0.1,0.0,0.85,6,0.79,-14,0.59,-11,0.87,12,0.91,10,0.5,-6,0.1,0.0
2188,Niagara CDSB,Cath Dist Sch Brd (E/F),St John Henry Newman Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,515,0.13,1.0,0.04,0.04,0.13,0.0,0.91,14,0.8,-7,0.83,8,0.84,-2,0.82,-2,0.41,15,0.13,0.03
2189,Niagara CDSB,Cath Dist Sch Brd (E/F),St Joseph Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Grimsby,Ontario,265,0.0,1.0,0.0,0.05,0.1,0.0,0.71,-25,0.67,-29,0.46,-31,0.93,0,1.0,14,0.78,6,0.1,0.0
2192,Niagara CDSB,Cath Dist Sch Brd (E/F),St Kevin Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Welland,Ontario,345,0.05,1.0,0.0,0.05,0.15,0.0,0.65,-3,0.65,-3,0.47,-14,0.67,-15,0.8,2,0.33,-22,0.15,0.0
2193,Niagara CDSB,Cath Dist Sch Brd (E/F),St Mark Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Beamsville,Ontario,560,0.05,0.99,0.02,0.02,0.11,0.0,0.84,14,0.71,1,0.71,3,0.84,1,0.84,9,0.67,12,0.07,0.02
2194,Niagara CDSB,Cath Dist Sch Brd (E/F),St Martin Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Smithville,Ontario,435,0.05,1.0,0.0,0.0,0.1,0.0,0.84,7,0.75,-6,0.61,-11,0.56,-24,0.62,-13,0.24,0,0.05,0.05
2195,Niagara CDSB,Cath Dist Sch Brd (E/F),St Mary Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,210,0.2,1.0,0.0,0.0,0.2,0.0,0.74,-2,0.63,-23,0.26,-36,0.82,-3,0.76,-9,0.59,-3,0.3,0.1
2196,Niagara CDSB,Cath Dist Sch Brd (E/F),St Mary Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Welland,Ontario,160,0.05,1.0,0.0,0.0,0.25,0.0,0.47,-53,0.4,-32,0.13,-87,0.59,-5,0.73,9,0.23,-1,0.4,0.05
2197,Niagara CDSB,Cath Dist Sch Brd (E/F),St Michael Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara-on-the-Lake,Ontario,290,0.05,0.95,0.0,0.0,0.05,0.0,0.93,-7,1.0,4,0.86,-3,1.0,3,1.0,6,0.73,-12,0.1,0.1
2198,Niagara CDSB,Cath Dist Sch Brd (E/F),St Nicholas Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,200,0.15,1.0,0.15,0.15,0.2,0.0,0.75,10,0.55,-3,0.85,39,0.6,-15,0.67,-16,0.27,-23,0.5,0.15
2199,Niagara CDSB,Cath Dist Sch Brd (E/F),St Patrick Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,165,0.15,1.0,0.1,0.1,0.3,0.0,0.74,3,0.74,3,0.32,-26,0.91,-9,0.82,-18,0.55,-10,0.5,0.1
2200,Niagara CDSB,Cath Dist Sch Brd (E/F),St Patrick Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Port Colborne,Ontario,155,0.05,1.0,0.0,0.0,0.15,0.0,0.65,12,0.59,-6,0.41,12,0.96,7,0.96,7,0.68,36,0.1,0.0
2201,Niagara CDSB,Cath Dist Sch Brd (E/F),St Peter Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,245,0.1,1.0,0.0,0.0,0.15,0.0,0.84,7,0.76,-14,0.76,-1,0.9,12,0.8,-3,0.3,-18,0.15,0.0
2202,Niagara CDSB,Cath Dist Sch Brd (E/F),St Philomena Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Fort Erie,Ontario,235,0.0,1.0,0.0,0.0,0.2,0.0,0.82,4,0.61,-13,0.57,-8,0.95,5,0.95,5,0.48,3,0.15,0.05
2203,Niagara CDSB,Cath Dist Sch Brd (E/F),St Teresa of Calcutta Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St. Catharines,Ontario,245,0.15,1.0,0.0,0.0,0.1,0.0,0.83,9,0.52,-25,0.43,-15,0.7,-19,0.61,-28,0.39,-20,0.2,0.0
2204,Niagara CDSB,Cath Dist Sch Brd (E/F),St Theresa Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,200,0.05,1.0,0.05,0.0,0.2,0.0,0.88,15,0.88,1,0.5,-10,0.78,-10,0.78,3,0.43,5,0.25,0.05
2205,Niagara CDSB,Cath Dist Sch Brd (E/F),St Therese Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Port Colborne,Ontario,170,0.0,0.95,0.0,0.0,0.15,0.0,0.79,23,0.47,-14,0.16,-17,0.81,-15,0.69,-6,0.19,7,0.2,0.0
2206,Niagara CDSB,Cath Dist Sch Brd (E/F),St Vincent de Paul Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,230,0.1,1.0,0.0,0.0,0.15,0.0,1.0,19,0.94,1,0.76,-9,0.97,12,0.97,8,0.62,-1,0.15,0.0
2208,Nipissing-Parry Sound CDSB,Cath Dist Sch Brd (E/F),Holy Cross Catholic School,Catholic,Not applicable,Elementary,English,JK-8,North Bay,Ontario,190,0.0,1.0,0.0,0.0,0.3,0.0,0.43,-46,0.39,-45,0.57,-11,0.74,-7,0.68,1,0.47,9,0.1,0.0
2210,Nipissing-Parry Sound CDSB,Cath Dist Sch Brd (E/F),Our Lady of Fatima Separate School,Catholic,Not applicable,Elementary,English,JK-8,North Bay,Ontario,170,0.0,1.0,0.05,0.0,0.2,0.0,0.69,-11,0.85,5,0.62,-13,0.88,35,0.88,35,0.38,38,0.25,0.0
2211,Nipissing-Parry Sound CDSB,Cath Dist Sch Brd (E/F),Our Lady of Sorrows Separate School,Catholic,Not applicable,Elementary,English,JK-8,Sturgeon Falls,Ontario,175,0.0,1.0,0.0,0.0,0.4,0.0,0.92,49,0.8,45,0.76,46,0.77,23,0.82,32,0.18,3,0.15,0.0
2212,Nipissing-Parry Sound CDSB,Cath Dist Sch Brd (E/F),St Alexander Separate School,Catholic,Not applicable,Elementary,English,JK-6,North Bay,Ontario,110,0.0,1.0,0.0,0.0,0.4,0.0,0.5,-18,0.69,5,0.25,-25,0.67,4,0.78,20,0.22,-20,0.2,0.05
2215,Nipissing-Parry Sound CDSB,Cath Dist Sch Brd (E/F),St Hubert Separate School,Catholic,Not applicable,Elementary,English,JK-8,North Bay,Ontario,190,0.0,1.0,0.0,0.0,0.3,0.0,0.81,3,0.94,5,0.62,12,0.74,-8,0.71,-2,0.32,-1,0.2,0.1
2217,Nipissing-Parry Sound CDSB,Cath Dist Sch Brd (E/F),St Theresa School,Catholic,Not applicable,Elementary,English,JK-8,Callander,Ontario,355,0.0,1.0,0.0,0.0,0.2,0.0,0.57,-7,0.61,4,0.43,-3,0.81,2,0.84,10,0.31,-3,0.1,0.0
2219,Nipissing-Parry Sound CDSB,Cath Dist Sch Brd (E/F),St. Luke Separate School,Catholic,Not applicable,Elementary,English,JK-8,North Bay,Ontario,290,0.0,1.0,0.0,0.0,0.15,0.0,0.55,-6,0.48,-4,0.64,-32,0.94,0,0.89,1,0.72,13,0.15,0.05
2222,Northeastern CDSB,Cath Dist Sch Brd (E/F),English Catholic Central School,Catholic,Not applicable,Elementary,English,JK-8,New Liskeard,Ontario,225,0.0,1.0,0.0,0.0,0.15,0.0,0.62,-18,0.62,-5,0.48,-22,0.79,0,0.76,1,0.41,-9,0.15,0.05
2230,Northeastern CDSB,Cath Dist Sch Brd (E/F),St. Joseph School,Catholic,Not applicable,Elementary,English,JK-6,South Porcupine,Ontario,110,0.0,1.0,0.0,0.0,0.1,0.0,0.95,14,0.79,35,0.63,7,1.0,17,0.83,5,0.58,2,0.15,0.0
2232,Northeastern CDSB,Cath Dist Sch Brd (E/F),St. Patrick School,Catholic,Not applicable,Elementary,English,JK-8,Kapuskasing,Ontario,155,0.05,0.9,0.0,0.0,0.1,0.0,0.76,16,0.59,-1,0.41,-29,0.48,-23,0.59,0,0.21,3,0.2,0.1
2234,Northwest CDSB,Cath Dist Sch Brd (E/F),Sacred Heart Separate School,Catholic,Not applicable,Elementary,English,JK-8,Sioux Lookout,Ontario,340,0.0,1.0,0.05,0.05,0.25,0.0,0.65,12,0.37,-28,0.5,-3,0.79,25,0.74,20,0.53,38,0.15,0.1
2235,Northwest CDSB,Cath Dist Sch Brd (E/F),St Josephs Separate School,Catholic,Not applicable,Elementary,English,JK-8,Dryden,Ontario,410,0.0,1.0,0.0,0.0,0.2,0.0,0.69,-7,0.71,-7,0.52,-10,0.84,-1,0.76,-9,0.68,0,0.15,0.1
2240,Ottawa CSB,Cath Dist Sch Brd (E/F),Assumption Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Vanier,Ontario,225,0.25,0.9,0.4,0.4,0.15,0.0,0.52,13,0.42,-8,0.15,-13,0.58,-3,0.48,-17,0.19,-24,0.5,0.2
2241,Ottawa CSB,Cath Dist Sch Brd (E/F),Chapel Hill Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Orleans,Ontario,175,0.2,0.95,0.1,0.05,0.1,0.0,0.8,10,0.72,-13,0.72,2,0.94,5,0.84,3,0.48,0,0.1,0.0
2242,Ottawa CSB,Cath Dist Sch Brd (E/F),Convent Glen Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Orleans,Ontario,300,0.1,1.0,0.0,0.05,0.2,0.0,0.92,2,0.94,0,0.75,-6,1.0,6,0.94,5,0.73,-13,0.1,0.05
2243,Ottawa CSB,Cath Dist Sch Brd (E/F),Corpus Christi Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Ottawa,Ontario,255,0.2,1.0,0.2,0.25,0.15,0.0,0.73,-6,0.77,3,0.35,-33,0.86,14,0.86,26,0.57,27,0.25,0.0
2244,Ottawa CSB,Cath Dist Sch Brd (E/F),Divine Infant Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Orleans,Ontario,180,0.05,1.0,0.05,0.05,0.1,0.0,0.86,-3,0.91,-4,0.73,-1,0.84,5,0.92,3,0.36,-22,0.1,0.05
2245,Ottawa CSB,Cath Dist Sch Brd (E/F),Dr F J McDonald Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Ottawa,Ontario,155,0.2,0.95,0.2,0.2,0.15,0.0,0.81,45,0.95,31,0.67,22,0.92,-1,0.92,6,0.62,-2,0.6,0.15
2247,Ottawa CSB,Cath Dist Sch Brd (E/F),Georges Vanier Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Kanata,Ontario,415,0.15,1.0,0.05,0.1,0.15,0.0,0.78,-10,0.85,-3,0.73,-13,0.94,0,0.94,-2,0.62,-17,0.1,0.0
2248,Ottawa CSB,Cath Dist Sch Brd (E/F),Good Shepherd Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Gloucester,Ontario,270,0.1,0.95,0.05,0.1,0.15,0.0,0.64,18,0.57,7,0.46,0,0.7,-6,0.78,-5,0.43,19,0.2,0.1
2249,Ottawa CSB,Cath Dist Sch Brd (E/F),Guardian Angels Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Stittsville,Ontario,760,0.09,0.99,0.03,0.04,0.11,0.0,0.95,5,0.93,5,0.89,12,0.87,-6,0.86,-11,0.64,-8,0.03,0.0
2250,Ottawa CSB,Cath Dist Sch Brd (E/F),Holy Cross Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Ottawa,Ontario,215,0.15,1.0,0.15,0.15,0.1,0.0,0.65,-22,0.65,-26,0.47,-27,0.7,-17,0.75,-12,0.4,-8,0.2,0.1
2251,Ottawa CSB,Cath Dist Sch Brd (E/F),Holy Family Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Ottawa,Ontario,370,0.3,1.0,0.2,0.2,0.1,0.0,0.71,2,0.57,-12,0.4,-16,0.75,19,0.83,35,0.47,32,0.3,0.0
2252,Ottawa CSB,Cath Dist Sch Brd (E/F),Holy Redeemer Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Kanata,Ontario,480,0.1,1.0,0.05,0.05,0.15,0.0,0.67,-12,0.5,-31,0.48,-16,0.88,-5,0.81,-7,0.6,14,0.1,0.0
2253,Ottawa CSB,Cath Dist Sch Brd (E/F),Holy Spirit Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Stittsville,Ontario,320,0.05,0.95,0.0,0.0,0.1,0.0,0.89,6,0.85,-1,0.89,1,0.88,-2,0.93,11,0.54,-18,0.0,0.0
2260,Ottawa CSB,Cath Dist Sch Brd (E/F),Monsignor Paul Baxter Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Nepean,Ontario,405,0.2,1.0,0.1,0.1,0.2,0.0,0.76,-5,0.83,-5,0.7,6,0.93,15,0.91,11,0.66,14,0.1,0.0
2263,Ottawa CSB,Cath Dist Sch Brd (E/F),Our Lady of Fatima Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Ottawa,Ontario,305,0.2,1.0,0.1,0.1,0.15,0.0,0.72,-2,0.78,-1,0.72,16,0.84,-2,0.86,0,0.41,-5,0.25,0.1
2264,Ottawa CSB,Cath Dist Sch Brd (E/F),Our Lady of Mount Carmel Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Ottawa,Ontario,310,0.3,0.95,0.4,0.35,0.1,0.0,0.81,7,0.89,2,0.58,-7,0.73,-9,0.78,-4,0.39,-16,0.6,0.2
2265,Ottawa CSB,Cath Dist Sch Brd (E/F),Our Lady of Peace Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Nepean,Ontario,330,0.1,0.95,0.0,0.0,0.1,0.0,0.78,11,0.76,4,0.72,5,0.87,19,0.9,10,0.39,23,0.2,0.0
2266,Ottawa CSB,Cath Dist Sch Brd (E/F),Our Lady of Victory Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Ottawa,Ontario,215,0.2,0.95,0.1,0.1,0.15,0.0,0.63,-12,0.78,3,0.41,-1,1.0,4,0.95,-5,0.84,16,0.35,0.05
2267,Ottawa CSB,Cath Dist Sch Brd (E/F),Our Lady of Wisdom Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Orleans,Ontario,330,0.2,0.95,0.05,0.05,0.1,0.0,0.88,-2,0.91,15,0.56,-16,0.84,-3,0.88,-2,0.44,-1,0.05,0.0
2268,Ottawa CSB,Cath Dist Sch Brd (E/F),Prince of Peace Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Ottawa,Ontario,310,0.35,0.95,0.3,0.35,0.2,0.0,0.52,-8,0.38,-28,0.31,-18,0.58,-5,0.65,-13,0.23,-14,0.6,0.25
2271,Ottawa CSB,Cath Dist Sch Brd (E/F),St Andrew Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Nepean,Ontario,405,0.15,1.0,0.05,0.05,0.15,0.0,0.78,-10,0.62,-34,0.53,-26,0.87,-9,0.89,-7,0.59,-17,0.1,0.0
